frac01
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Perimeter Node(12),09.12.1997 22:12:00,459354,-7.32599e+06,2730.6,0.0095517,385.388,10.1155,398.483,1000.23,0.318,0.392633,2.39161,0.735749,335.247,31.8043,0.502225,33.3995,63.2352,-13.0941,50.141,
Perimeter Node(12),05.02.1998 14:35:11,459354,-7.32599e+06,2730.74,3.048e-07,385.904,10.0768,398.78,1000.09,0.318,0.219871,2.39161,0.505486,347.287,21.3517,0.954918,28.4151,51.4938,-12.8767,38.6171,
Perimeter Node(12),12.04.1998 23:29:05,459355,-7.32599e+06,2731.13,3.048e-07,386.385,10.0788,397.133,1000.19,0.318,0.170381,2.39161,0.386802,348.17,18.7669,1.23038,24.7071,48.9637,-10.7486,38.215,
Perimeter Node(12),16.08.1998 08:06:27,459355,-7.32599e+06,2730.54,3.048e-07,368.804,10.0662,397.762,999.891,0.318,0.139982,2.39161,0.301279,354.318,17.9693,1.50972,22.9115,43.444,-28.9574,14.4866,
Perimeter Node(12),18.10.1998 00:25:09,459355,-7.32599e+06,2730.57,3.048e-07,358.048,10.1549,367.484,998.983,0.318,0.120854,2.39161,0.290587,327.955,16.9478,1.80111,10.5189,39.5294,-9.43586,30.0936,
Perimeter Node(12),19.12.1998 16:43:50,459356,-7.32599e+06,2730.64,3.048e-07,358.694,10.1058,375.849,999.394,0.318,0.103289,2.39161,0.243398,345.612,16.0971,2.04466,19.7744,30.2368,-17.1546,13.0822,
Perimeter Node(12),20.02.1999 09:02:31,459356,-7.32599e+06,2730.69,0.00163571,355.553,10.131,363.464,998.84,0.318,0.0991528,2.39161,0.331595,331.895,16.3894,2.17588,11.0674,31.5691,-7.91035,23.6587,
Perimeter Node(12),25.06.1999 17:39:53,459356,-7.326e+06,2730.84,3.048e-07,356.062,10.1076,369.567,999.279,0.318,0.0914568,2.39161,0.202348,344.703,16.2067,2.35141,15.8534,24.8641,-13.505,11.3591,
Perimeter Node(12),27.08.1999 09:58:34,459356,-7.326e+06,2730.85,4.11251e-05,348.343,10.1429,355.921,998.51,0.318,0.0882375,2.39161,0.307949,331.393,16.6019,2.50395,8.0553,24.5278,-7.57773,16.9501,
Perimeter Node(12),30.12.1999 18:35:56,459357,-7.326e+06,2730.78,3.048e-07,345.432,10.1232,360.841,998.777,0.318,0.087346,2.39161,0.151678,340.728,16.8249,2.50408,10.9585,20.1124,-15.4089,4.70343,
Perimeter Node(12),06.09.2000 11:50:41,459358,-7.326e+06,2730.74,0.0375442,352.031,10.1539,356.449,998.501,0.318,0.085067,4.46968,0.0635287,336.642,17.3781,2.55758,5.70285,19.8076,-4.41798,15.3897,
Perimeter Node(12),09.01.2001 20:28:03,459358,-7.326e+06,2730.66,3.048e-07,356.376,10.1289,365.553,999.034,0.318,0.000253119,2.39161,0.101617,349.348,18.2345,2.31034,7.17217,16.2047,-9.17744,7.02724,
Perimeter Node(12),13.03.2001 12:46:44,459359,-7.326e+06,2730.69,3.048e-07,355.996,10.1332,363.892,998.863,0.318,0.000531069,2.39161,0.113701,344.71,18.1431,2.39059,5.20933,19.1813,-7.89621,11.2851,
Perimeter Node(12),15.05.2001 05:05:26,459359,-7.326e+06,2730.75,3.048e-07,357.19,10.1224,365.713,999.005,0.318,0.000533032,2.39161,0.0910739,348.8,17.7921,2.47105,5.76105,16.9137,-8.52303,8.39065,
Perimeter Node(12),17.09.2001 13:42:48,459359,-7.326e+06,2730.75,3.048e-07,358.929,10.1205,365.815,998.995,0.318,0.000609018,2.39161,0.100968,348.246,17.532,2.51962,5.08328,17.5695,-6.88618,10.6833,
Perimeter Node(12),20.01.2002 22:20:10,459359,-7.326e+06,2730.78,3.048e-07,360.688,10.1087,367.959,999.079,0.318,0.000576366,2.39161,0.0861145,350.025,16.9381,2.65094,6.30336,17.9346,-7.27135,10.6633,
Perimeter Node(12),26.05.2002 06:57:32,459359,-7.326e+06,2730.77,3.048e-07,362.179,10.104,370.575,999.147,0.318,0.00061566,2.39161,0.0785686,350.982,16.3986,2.69046,6.81107,19.5936,-8.39603,11.1975,
Perimeter Node(12),28.09.2002 15:34:55,459359,-7.326e+06,2730.73,3.048e-07,363.157,10.1074,372.696,999.197,0.318,0.000656529,2.39161,0.0905739,350.514,16.3731,2.60466,6.94246,22.1823,-9.53923,12.6431,
Perimeter Node(12),30.11.2002 07:53:36,459359,-7.326e+06,2730.74,3.048e-07,363.676,10.1048,374.423,999.222,0.318,0.000667146,2.39161,0.104359,351.18,16.0031,2.7023,7.47305,23.2426,-10.7473,12.4952,
Perimeter Node(12),01.02.2003 00:12:17,459359,-7.326e+06,2730.66,3.048e-07,362.953,10.1056,376.091,999.289,0.318,0.000779017,2.39161,0.0679592,350.544,16.4039,2.40012,7.30242,25.5466,-13.1376,12.4091,
Perimeter Node(12),04.04.2003 16:30:58,459359,-7.326e+06,2730.64,3.048e-07,364.693,10.1049,377.257,999.354,0.318,0.000896138,2.39161,0.130672,351.135,16.3998,2.336,7.23016,26.1224,-12.564,13.5585,
Perimeter Node(12),06.06.2003 08:49:39,459359,-7.326e+06,2730.63,3.048e-07,364.713,10.1026,377.765,999.277,0.318,0.000919725,2.39161,0.132761,350.998,16.295,2.35469,7.80902,26.7674,-13.0518,13.7157,
Perimeter Node(12),09.10.2003 17:27:02,459359,-7.326e+06,2730.62,3.048e-07,364.466,10.1027,378.451,999.359,0.318,0.000942563,2.39161,0.131305,350.444,16.2834,2.34687,8.00951,28.0072,-13.9855,14.0217,
Perimeter Node(12),16.06.2004 10:41:46,459359,-7.326e+06,2730.62,3.048e-07,365.233,10.1009,379.412,999.292,0.318,0.000931107,2.39161,0.132655,350.351,16.1058,2.42582,8.42407,29.0616,-14.1791,14.8824,
Perimeter Node(12),19.10.2004 19:19:08,459359,-7.326e+06,2730.61,3.048e-07,365.315,10.098,380.914,999.297,0.318,0.000910544,2.39161,0.132727,349.31,15.9063,2.53071,9.30658,31.6039,-15.5993,16.0046,
Perimeter Node(12),27.06.2005 12:33:53,459359,-7.326e+06,2730.61,3.048e-07,365.382,10.0948,381.68,999.3,0.318,0.000903839,2.39161,0.132985,348.951,15.7682,2.60053,10.3399,32.7297,-16.2983,16.4314,
Perimeter Node(12),10.11.2006 23:03:22,459359,-7.326e+06,2730.61,3.048e-07,365.203,10.0914,382.591,999.292,0.318,0.000861713,2.39161,0.128507,347.899,15.5319,2.77204,11.2541,34.692,-17.3885,17.3035,
Perimeter Node(12),01.12.2006,459359,-7.326e+06,2730.6,3.048e-07,364.265,10.0899,384.441,999.511,0.318,0.000806401,2.39161,0.130486,345.782,15.3451,3.04216,12.4079,38.6592,-20.1759,18.4832,
Perimeter Node(12),01.12.2006,459359,-7.326e+06,2730.6,3.048e-07,364.265,10.0899,384.441,999.511,0.318,0.000806401,2.39161,0.130486,345.782,15.3451,3.04216,12.4079,38.6592,-20.1759,18.4832,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Top Node(13),09.12.1997 22:12:00,459352,-7.32599e+06,2728.77,3.048e-07,386.958,10.1155,416.673,1000.31,0.318,0.185839,2.39161,1.14776,311.779,55.4118,0.187665,40.1203,104.894,-29.7152,75.179,
Top Node(13),05.02.1998 14:35:11,459352,-7.32599e+06,2728.77,3.048e-07,387.058,10.0768,411.261,1000.09,0.318,0.114516,2.39161,0.884797,324.89,37.1947,0.484026,39.7482,86.3714,-24.2033,62.1681,
Top Node(13),12.04.1998 23:29:05,459352,-7.32599e+06,2728.77,3.048e-07,387.259,10.0788,409.821,1000.23,0.318,0.0894045,2.39161,0.692308,328.774,31.5057,0.599023,32.0653,81.0477,-22.5623,58.4854,
Top Node(13),16.08.1998 08:06:27,459352,-7.32599e+06,2728.77,3.048e-07,369.532,10.0662,405.425,999.891,0.318,0.066596,2.39161,0.554439,334.725,25.3722,0.81426,35.1044,70.6998,-35.8928,34.807,
Top Node(13),18.10.1998 00:25:09,459352,-7.32599e+06,2728.77,3.048e-07,358.748,10.1549,379.309,999.017,0.318,0.0360401,2.39161,0.52165,316.148,21.9379,0.951567,14.3213,63.1614,-20.5609,42.6006,
Top Node(13),19.12.1998 16:43:50,459352,-7.32599e+06,2728.77,3.048e-07,359.266,10.1058,382.653,999.394,0.318,0.0322166,2.39161,0.445536,328.563,19.4608,1.10408,34.3427,54.0901,-23.387,30.703,
Top Node(13),20.02.1999 09:02:31,459352,-7.32599e+06,2728.77,3.048e-07,356.479,10.131,373.615,998.881,0.318,0.0275455,2.39161,0.507669,319.757,19.3977,1.17332,16.2453,53.858,-17.136,36.7219,
Top Node(13),25.06.1999 17:39:53,459352,-7.32599e+06,2728.77,3.048e-07,356.482,10.1076,376.252,999.279,0.318,0.0257359,2.39161,0.38807,329.025,18.33,1.29002,29.1892,47.2267,-19.7704,27.4563,
Top Node(13),27.08.1999 09:58:34,459352,-7.32599e+06,2728.77,3.048e-07,349.217,10.1429,365.373,998.552,0.318,0.0233531,2.39161,0.457858,319.515,19.2965,1.38042,13.5582,45.8581,-16.1563,29.7019,
Top Node(13),30.12.1999 18:35:56,459352,-7.32599e+06,2728.77,3.048e-07,345.705,10.1232,367.141,998.805,0.318,0.0214172,2.39161,0.296392,326.374,18.6527,1.45685,23.352,40.7663,-21.4357,19.3306,
Top Node(13),06.09.2000 11:50:41,459352,-7.32599e+06,2728.77,3.048e-07,351.941,10.1539,363.756,998.529,0.318,0.0185483,2.39161,0.104659,324.473,19.15,1.54716,12.7726,39.283,-11.8143,27.4687,
Top Node(13),09.01.2001 20:28:03,459351,-7.32599e+06,2727.85,3.048e-07,356.464,10.1289,364.885,999.037,0.318,0.0126491,2.39161,0.195111,329.584,19.3831,1.80607,24.0423,35.3007,-8.42143,26.8793,
Top Node(13),13.03.2001 12:46:44,459351,-7.32599e+06,2727.97,3.048e-07,356.15,10.1332,365.023,998.871,0.318,0.00981935,2.39161,0.202339,328.003,18.3622,1.87586,17.4673,37.0199,-8.87251,28.1474,
Top Node(13),15.05.2001 05:05:26,459351,-7.32599e+06,2727.97,3.048e-07,357.241,10.1224,364.983,999.011,0.318,0.00964308,2.39161,0.175364,330.64,17.3919,1.92668,20.7858,34.3424,-7.74163,26.6007,
Top Node(13),17.09.2001 13:42:48,459351,-7.32599e+06,2727.97,3.048e-07,359.026,10.1205,365.496,998.998,0.318,0.00953482,2.39161,0.185135,330.885,17.008,1.96966,17.7955,34.6101,-6.46913,28.141,
Top Node(13),20.01.2002 22:20:10,459351,-7.32599e+06,2727.97,3.048e-07,360.724,10.1087,366.783,999.08,0.318,0.00917407,2.39161,0.162217,332.304,16.3557,2.06262,20.1019,34.4796,-6.05984,28.4198,
Top Node(13),26.05.2002 06:57:32,459351,-7.32599e+06,2727.97,3.048e-07,362.188,10.104,369.438,999.147,0.318,0.00883379,2.39161,0.149259,333.455,15.9805,2.15823,20.7888,35.9838,-7.25033,28.7334,
Top Node(13),28.09.2002 15:34:55,459351,-7.32599e+06,2727.97,3.048e-07,363.226,10.1074,371.768,999.199,0.318,0.00856067,2.39161,0.161912,333.669,16.0316,2.23846,20.4875,38.0991,-8.54205,29.5571,
Top Node(13),30.11.2002 07:53:36,459351,-7.32599e+06,2727.97,3.048e-07,363.827,10.1048,373.196,999.229,0.318,0.00828101,2.39161,0.163928,334.188,15.8269,2.32549,21.4627,39.0078,-9.36913,29.6387,
Top Node(13),01.02.2003 00:12:17,459351,-7.32599e+06,2727.97,3.048e-07,362.929,10.1056,374.588,999.308,0.318,0.0081657,2.39161,0.133125,334.004,15.857,2.36472,21.269,40.5832,-11.6582,28.925,
Top Node(13),04.04.2003 16:30:58,459351,-7.32599e+06,2727.97,3.048e-07,365,10.1049,375.192,999.373,0.318,0.00804093,2.39161,0.175855,334.398,15.7724,2.40677,21.3906,40.7941,-10.1921,30.6021,
Top Node(13),06.06.2003 08:49:39,459351,-7.32599e+06,2727.97,3.048e-07,365.039,10.1026,375.587,999.292,0.318,0.00792033,2.39161,0.172891,334.264,15.6973,2.4487,22.3168,41.3234,-10.5488,30.7747,
Top Node(13),09.10.2003 17:27:02,459351,-7.32599e+06,2727.97,3.048e-07,364.781,10.1027,376.46,999.377,0.318,0.00780992,2.39161,0.174075,333.947,15.6909,2.48837,22.336,42.5126,-11.6789,30.8337,
Top Node(13),16.06.2004 10:41:46,459351,-7.32599e+06,2727.97,3.048e-07,365.558,10.1009,377.21,999.307,0.318,0.00759103,2.39161,0.172869,333.735,15.5689,2.57039,22.7799,43.475,-11.652,31.823,
Top Node(13),19.10.2004 19:19:08,459351,-7.32599e+06,2727.97,3.048e-07,365.641,10.098,378.511,999.313,0.318,0.00719503,2.39161,0.173008,332.682,15.3837,2.73196,23.5726,45.8289,-12.8709,32.9581,
Top Node(13),27.06.2005 12:33:53,459351,-7.32599e+06,2727.97,3.048e-07,365.709,10.0948,379.199,999.316,0.318,0.0070095,2.39161,0.173368,332.169,15.2584,2.81444,24.9885,47.0295,-13.4899,33.5396,
Top Node(13),10.11.2006 23:03:22,459351,-7.32599e+06,2727.97,3.048e-07,365.51,10.0914,380.132,999.306,0.318,0.00666722,2.39161,0.167426,331.055,15.0607,2.97934,25.6995,49.0765,-14.6221,34.4544,
Top Node(13),01.12.2006,459351,-7.32599e+06,2727.97,3.048e-07,364.582,10.0899,382.252,999.528,0.318,0.00611391,2.39161,0.17013,329.062,14.9085,3.28704,26.304,53.1903,-17.6702,35.5201,
Top Node(13),01.12.2006,459351,-7.32599e+06,2727.97,3.048e-07,364.582,10.0899,382.252,999.528,0.318,0.00611391,2.39161,0.17013,329.062,14.9085,3.28704,26.304,53.1903,-17.6702,35.5201,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Perimeter Node(14),09.12.1997 22:12:00,459350,-7.32598e+06,2730.28,0.0150406,385.63,10.1155,397.201,1000.24,0.318,0.382589,2.39161,0.617681,336.112,30.7401,0.517036,32.5099,61.0884,-11.5712,49.5172,
Perimeter Node(14),05.02.1998 14:35:11,459349,-7.32598e+06,2730.86,3.048e-07,385.998,10.0768,396.235,1000.09,0.318,0.196358,2.39161,0.432584,347.442,20.5332,1.06092,30.1227,48.7934,-10.2374,38.556,
Perimeter Node(14),12.04.1998 23:29:05,459348,-7.32598e+06,2730.99,3.048e-07,386.436,10.0788,395.992,1000.19,0.318,0.156383,2.39161,0.349122,349.759,18.6594,1.33231,24.5601,46.2336,-9.55633,36.6772,
Perimeter Node(14),16.08.1998 08:06:27,459347,-7.32598e+06,2729.83,3.048e-07,368.784,10.0662,398.045,999.891,0.318,0.00505271,2.39161,0.277857,355.081,19.1386,1.43247,20.9024,42.9635,-29.2608,13.7027,
Perimeter Node(14),18.10.1998 00:25:09,459346,-7.32597e+06,2729.86,3.048e-07,358.011,10.1549,368.165,998.982,0.318,0.124656,2.39161,0.270309,328.452,17.9424,1.7126,9.25286,39.7126,-10.1534,29.5592,
Perimeter Node(14),19.12.1998 16:43:50,459345,-7.32597e+06,2729.76,3.048e-07,358.63,10.1058,376.444,999.394,0.318,0.113547,2.39161,0.230492,346.424,17.2431,1.87615,16.8705,30.02,-17.8138,12.2062,
Perimeter Node(14),20.02.1999 09:02:31,459345,-7.32597e+06,2729.78,3.048e-07,355.495,10.131,364.229,998.837,0.318,0.107836,2.39161,0.310844,332.196,17.369,1.97329,9.27395,32.0324,-8.73396,23.2984,
Perimeter Node(14),25.06.1999 17:39:53,459344,-7.32597e+06,2729.73,3.048e-07,355.969,10.1076,370.042,999.279,0.318,0.10126,2.39161,0.195615,345.14,16.9214,2.07827,13.1186,24.9015,-14.0723,10.8292,
Perimeter Node(14),27.08.1999 09:58:34,459344,-7.32597e+06,2729.6,3.048e-07,348.251,10.1429,357.094,998.506,0.318,0.000285445,2.39161,0.290104,331.121,17.3962,2.07742,6.29481,25.9722,-8.84301,17.1292,
Perimeter Node(14),30.12.1999 18:35:56,459343,-7.32597e+06,2729.5,3.048e-07,345.321,10.1232,361.618,998.774,0.318,0.000400583,2.39161,0.146788,340.774,17.3216,2.08819,8.56534,20.8444,-16.2972,4.54713,
Perimeter Node(14),06.09.2000 11:50:41,459342,-7.32596e+06,2729.11,3.048e-07,351.873,10.1539,365.482,998.495,0.318,0.00210785,2.39161,0.0406202,336.455,21.791,0.694479,1.78132,29.0266,-13.6089,15.4177,
Perimeter Node(14),09.01.2001 20:28:03,459343,-7.32597e+06,2728.78,3.048e-07,356.175,10.1289,368.494,999.024,0.318,0.272273,2.39161,0.104394,343.419,19.6813,0.249747,4.68911,25.075,-12.3188,12.7562,
Perimeter Node(14),13.03.2001 12:46:44,459342,-7.32596e+06,2728.77,3.048e-07,355.783,10.1332,368.822,998.853,0.318,0.251695,2.39161,0.11818,341.532,17.6898,0.382321,5.42386,27.2902,-13.0387,14.2515,
Perimeter Node(14),15.05.2001 05:05:26,459341,-7.32596e+06,2728.76,3.048e-07,356.982,10.1224,370.926,998.995,0.318,0.234562,2.39161,0.0931658,346.488,16.9378,0.437221,5.67346,24.4379,-13.944,10.4939,
Perimeter Node(14),17.09.2001 13:42:48,459341,-7.32596e+06,2728.76,3.048e-07,358.716,10.1205,371.178,998.985,0.318,0.212687,2.39161,0.103954,345.827,16.5428,0.507652,5.25091,25.3505,-12.4619,12.8886,
Perimeter Node(14),20.01.2002 22:20:10,459341,-7.32596e+06,2728.76,3.048e-07,360.476,10.1087,372.761,999.069,0.318,0.183905,2.39161,0.0884608,347.978,15.902,0.633926,6.23183,24.7833,-12.2852,12.498,
Perimeter Node(14),26.05.2002 06:57:32,459341,-7.32596e+06,2728.75,3.048e-07,361.969,10.104,374.974,999.138,0.318,0.164497,2.39161,0.0808189,349.021,15.6041,0.747222,6.66349,25.9526,-13.0044,12.9482,
Perimeter Node(14),28.09.2002 15:34:55,459341,-7.32596e+06,2728.74,3.048e-07,362.947,10.1074,376.246,999.187,0.318,0.145621,2.39161,0.0931632,347.93,15.5989,0.860039,7.43518,28.3157,-13.2986,15.017,
Perimeter Node(14),30.11.2002 07:53:36,459341,-7.32596e+06,2728.74,3.048e-07,363.462,10.1048,377.644,999.212,0.318,0.133991,2.39161,0.107215,348.63,15.4011,0.961568,7.81111,29.0136,-14.1817,14.8319,
Perimeter Node(14),01.02.2003 00:12:17,459341,-7.32596e+06,2728.73,3.048e-07,362.755,10.1056,378.206,999.282,0.318,0.124331,2.39161,0.0695324,347.327,15.4818,1.02306,8.52166,30.8789,-15.4516,15.4273,
Perimeter Node(14),04.04.2003 16:30:58,459341,-7.32596e+06,2728.73,3.048e-07,364.483,10.1049,378.886,999.347,0.318,0.118321,2.39161,0.133513,347.747,15.3973,1.0787,8.72775,31.1388,-14.4024,16.7364,
Perimeter Node(14),06.06.2003 08:49:39,459341,-7.32596e+06,2728.73,3.048e-07,364.503,10.1026,379.225,999.267,0.318,0.11522,2.39161,0.135714,347.685,15.3505,1.12045,9.11265,31.5403,-14.722,16.8183,
Perimeter Node(14),09.10.2003 17:27:02,459341,-7.32596e+06,2728.72,3.048e-07,364.257,10.1027,379.693,999.351,0.318,0.10979,2.39161,0.133904,346.925,15.3596,1.17456,9.4826,32.7675,-15.4358,17.3316,
Perimeter Node(14),16.06.2004 10:41:46,459341,-7.32596e+06,2728.72,3.048e-07,365.025,10.1009,380.405,999.282,0.318,0.103214,2.39161,0.135584,346.849,15.2486,1.26991,9.79829,33.5558,-15.3802,18.1756,
Perimeter Node(14),19.10.2004 19:19:08,459341,-7.32596e+06,2728.72,3.048e-07,365.109,10.098,381.359,999.288,0.318,0.0913404,2.39161,0.135377,345.706,15.0783,1.4663,10.6229,35.6525,-16.2498,19.4027,
Perimeter Node(14),27.06.2005 12:33:53,459341,-7.32596e+06,2728.72,3.048e-07,365.178,10.0948,381.89,999.291,0.318,0.0864373,2.39161,0.135672,345.293,14.9688,1.56472,11.6612,36.597,-16.7126,19.8844,
Perimeter Node(14),10.11.2006 23:03:22,459341,-7.32596e+06,2728.72,3.048e-07,364.999,10.0914,382.479,999.282,0.318,0.080257,2.39161,0.131556,344.395,14.8202,1.7276,12.1311,38.0838,-17.4798,20.604,
Perimeter Node(14),01.12.2006,459341,-7.32596e+06,2728.71,3.048e-07,364.063,10.0899,383.598,999.505,0.318,0.0660479,2.39161,0.132789,341.701,14.6824,2.10747,13.5398,41.8963,-19.5349,22.3613,
Perimeter Node(14),01.12.2006,459341,-7.32596e+06,2728.71,3.048e-07,364.063,10.0899,383.598,999.505,0.318,0.0660479,2.39161,0.132789,341.701,14.6824,2.10747,13.5398,41.8963,-19.5349,22.3613,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Perimeter Node(15),09.12.1997 22:12:00,459348,-7.32598e+06,2731.15,0.0127743,385.625,10.1155,394.339,1000.24,0.318,0.450137,2.39161,0.0955937,332.495,30.6016,0.431921,36.7339,61.8444,-8.7138,53.1306,
Perimeter Node(15),05.02.1998 14:35:11,459345,-7.32597e+06,2731.66,3.048e-07,386.058,10.0768,393.467,1000.09,0.318,0.124201,2.39161,0.0482695,345.993,20.9481,1.00409,34.1462,47.4732,-7.4082,40.065,
Perimeter Node(15),12.04.1998 23:29:05,459344,-7.32597e+06,2731.5,3.048e-07,386.486,10.0788,395.183,1000.2,0.318,0.13131,2.39161,0.0401889,350.284,20.1296,1.25133,25.2463,44.8994,-8.69674,36.2026,
Perimeter Node(15),16.08.1998 08:06:27,459342,-7.32596e+06,2730.15,3.048e-07,368.796,10.0662,396.165,999.891,0.318,0.123895,2.39161,0.0237944,354.411,20.9575,1.46223,21.6058,41.7541,-27.3687,14.3855,
Perimeter Node(15),18.10.1998 00:25:09,459341,-7.32596e+06,2730.12,3.048e-07,358.043,10.1549,368.287,998.983,0.318,0.119349,2.39161,0.0414172,328.372,20.283,1.71317,8.68604,39.9156,-10.2442,29.6714,
Perimeter Node(15),19.12.1998 16:43:50,459340,-7.32596e+06,2730.08,3.048e-07,358.667,10.1058,374.998,999.394,0.318,0.103971,2.39161,0.0283677,345.847,18.5539,1.96912,16.8751,29.1505,-16.3304,12.82,
Perimeter Node(15),20.02.1999 09:02:31,459339,-7.32596e+06,2729.9,3.048e-07,355.535,10.131,363.645,998.839,0.318,0.098685,2.39161,0.059577,332.183,18.9601,2.06857,9.10482,31.462,-8.10944,23.3526,
Perimeter Node(15),25.06.1999 17:39:53,459337,-7.32596e+06,2729.41,3.048e-07,355.941,10.1076,369.926,999.279,0.318,0.0973984,2.39161,0.0198789,344.782,18.8346,2.09776,12.7172,25.1431,-13.9847,11.1584,
Perimeter Node(15),27.08.1999 09:58:34,459336,-7.32595e+06,2729.32,3.048e-07,348.231,10.1429,357.35,998.505,0.318,0.0923078,2.39161,0.0451285,331.01,18.8686,2.22136,6.46064,26.3393,-9.11904,17.2203,
Perimeter Node(15),30.12.1999 18:35:56,459334,-7.32595e+06,2729.03,3.048e-07,345.276,10.1232,361.382,998.772,0.318,0.0919795,2.39161,0.0146455,340.491,18.5087,2.21756,9.11867,20.8906,-16.1059,4.7847,
Perimeter Node(15),06.09.2000 11:50:41,459331,-7.32594e+06,2728.75,0.0140682,351.838,10.1539,357.235,998.494,0.318,0.0952698,2.39161,0.00607706,336.544,18.5358,2.19792,4.8067,20.6914,-5.39735,15.294,
Perimeter Node(15),09.01.2001 20:28:03,459332,-7.32594e+06,2728.62,3.048e-07,356.182,10.1289,363.581,999.024,0.318,0.000305367,2.39161,0.0216225,348.208,17.7834,2.28107,7.33018,15.3724,-7.39884,7.97359,
Perimeter Node(15),13.03.2001 12:46:44,459332,-7.32594e+06,2728.64,3.048e-07,355.804,10.1332,361.175,998.854,0.318,0.000729925,2.39161,0.0317824,343.747,16.964,2.53561,5.63658,17.4284,-5.37083,12.0575,
Perimeter Node(15),15.05.2001 05:05:26,459330,-7.32594e+06,2728.53,3.048e-07,356.976,10.1224,362.861,998.995,0.318,0.0792451,2.39161,0.0216731,347.511,16.4893,2.63694,6.50945,15.35,-5.88521,9.4648,
Perimeter Node(15),17.09.2001 13:42:48,459330,-7.32594e+06,2728.53,0.00134699,358.716,10.1205,363.064,998.985,0.318,0.0777377,2.39161,0.0286336,347.174,16.2808,2.68861,5.51498,15.8909,-4.34863,11.5423,
Perimeter Node(15),20.01.2002 22:20:10,459330,-7.32594e+06,2728.51,0.00224547,360.468,10.1087,364.643,999.069,0.318,0.0742188,2.39161,0.0232836,349.032,15.7922,2.81168,6.44378,15.611,-4.17508,11.4359,
Perimeter Node(15),26.05.2002 06:57:32,459330,-7.32594e+06,2728.49,3.048e-07,361.959,10.104,366.684,999.137,0.318,0.0712952,2.39161,0.0214082,350.185,15.4419,2.92489,6.59099,16.4991,-4.72515,11.7739,
Perimeter Node(15),28.09.2002 15:34:55,459330,-7.32594e+06,2728.5,3.70934e-05,362.942,10.1074,367.775,999.187,0.318,0.0694863,2.39161,0.0269229,349.732,15.2442,3.00643,6.64043,18.0428,-4.8325,13.2103,
Perimeter Node(15),30.11.2002 07:53:36,459330,-7.32594e+06,2728.49,3.048e-07,363.459,10.1048,368.866,999.212,0.318,0.0671208,2.39161,0.033085,350.356,15.0049,3.11219,6.92488,18.5098,-5.40676,13.1031,
Perimeter Node(15),01.02.2003 00:12:17,459330,-7.32594e+06,2728.5,3.048e-07,362.744,10.1056,369.37,999.28,0.318,0.0666538,2.39161,0.0174179,349.732,14.9415,3.14074,7.01937,19.6373,-6.6256,13.0117,
Perimeter Node(15),04.04.2003 16:30:58,459330,-7.32594e+06,2728.5,3.048e-07,364.487,10.1049,370.017,999.346,0.318,0.065778,2.39161,0.0437817,350.28,14.8449,3.18534,6.91732,19.738,-5.5306,14.2074,
Perimeter Node(15),06.06.2003 08:49:39,459330,-7.32594e+06,2728.5,3.048e-07,364.507,10.1026,370.088,999.268,0.318,0.0646142,2.39161,0.0460912,350.134,14.7552,3.24145,7.46359,19.9544,-5.58168,14.3728,
