frac01
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(22),26.05.2002 06:57:32,459352,-7.32599e+06,2731.49,3.048e-07,362.409,10.0724,368.386,999.158,0.318,0.0517359,2.39161,0.0568553,351.795,10.8314,4.86173,11.1671,16.5909,-5.97703,10.6138,
Internal Node(22),28.09.2002 15:34:55,459352,-7.32599e+06,2731.49,3.048e-07,363.433,10.0738,369.86,999.209,0.318,0.0504757,2.39161,0.0723641,351.225,10.8798,5.00772,11.4142,18.6357,-6.42737,12.2083,
Internal Node(22),30.11.2002 07:53:36,459352,-7.32599e+06,2731.49,3.048e-07,364.028,10.0723,371.574,999.238,0.318,0.0491524,2.39161,0.0880127,351.917,10.8403,5.16714,11.7753,19.6564,-7.54618,12.1103,
Internal Node(22),01.02.2003 00:12:17,459352,-7.32599e+06,2731.49,3.048e-07,363.165,10.0727,372.193,999.313,0.318,0.0485594,2.39161,0.0455891,351.225,10.8644,5.24103,12.0925,20.9674,-9.02722,11.9402,
Internal Node(22),04.04.2003 16:30:58,459352,-7.32599e+06,2731.49,3.048e-07,365.183,10.0723,373.088,999.378,0.318,0.047952,2.39161,0.121805,351.83,10.8436,5.31888,11.8609,21.2573,-7.9041,13.3532,
Internal Node(22),06.06.2003 08:49:39,459352,-7.32599e+06,2731.49,3.048e-07,365.223,10.0711,373.51,999.301,0.318,0.0473331,2.39161,0.125817,351.701,10.83,5.39913,12.7198,21.8083,-8.28659,13.5217,
Internal Node(22),09.10.2003 17:27:02,459352,-7.32599e+06,2731.49,3.048e-07,364.966,10.071,373.956,999.382,0.318,0.0467503,2.39161,0.120887,351.128,10.8393,5.47642,12.9449,22.8279,-8.98936,13.8386,
Internal Node(22),16.06.2004 10:41:46,459352,-7.32599e+06,2731.49,3.048e-07,365.739,10.07,374.855,999.316,0.318,0.0455871,2.39161,0.133792,351.053,10.8161,5.63643,13.1647,23.802,-9.11593,14.686,
Internal Node(22),19.10.2004 19:19:08,459352,-7.32599e+06,2731.49,3.048e-07,365.82,10.0682,376.026,999.321,0.318,0.0433944,2.39161,0.135851,350.004,10.7903,5.9593,13.8897,26.0228,-10.2068,15.8161,
Internal Node(22),27.06.2005 12:33:53,459352,-7.32599e+06,2731.49,3.048e-07,365.887,10.0665,376.686,999.324,0.318,0.0423159,2.39161,0.136919,349.668,10.7609,6.12936,15.1154,27.0177,-10.7988,16.219,
Internal Node(22),10.11.2006 23:03:22,459352,-7.32599e+06,2731.49,3.048e-07,365.693,10.0645,377.469,999.315,0.318,0.040277,2.39161,0.134318,348.625,10.7276,6.47504,15.8039,28.8445,-11.7764,17.0681,
Internal Node(22),01.12.2006,459352,-7.32599e+06,2731.49,3.048e-07,364.768,10.0632,378.859,999.533,0.318,0.036874,2.39161,0.123462,346.447,10.7202,7.13561,16.57,32.4123,-14.0912,18.3211,
Internal Node(22),01.12.2006,459352,-7.32599e+06,2731.49,3.048e-07,364.768,10.0632,378.859,999.533,0.318,0.036874,2.39161,0.123462,346.447,10.7202,7.13561,16.57,32.4123,-14.0912,18.3211,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(23),09.12.1997 22:12:00,459351,-7.32598e+06,2732.64,0.0931612,385.848,10.0895,384.353,1000.25,0.318,0.243549,68.2891,0.728293,338.02,20.5051,0.802098,44.1609,46.3326,1.49517,47.8278,
Internal Node(23),05.02.1998 14:35:11,459350,-7.32598e+06,2732.93,3.048e-07,386.299,10.0655,389.167,1000.09,0.318,0.138974,2.39161,0.327053,348.504,14.922,1.48977,37.8452,40.6628,-2.8673,37.7955,
Internal Node(23),12.04.1998 23:29:05,459350,-7.32598e+06,2732.99,3.048e-07,386.719,10.0646,389.479,1000.21,0.318,0.113232,2.39161,0.293376,349.857,13.8523,1.83152,31.0017,39.6218,-2.75999,36.8618,
Internal Node(23),16.08.1998 08:06:27,459350,-7.32598e+06,2732.41,3.048e-07,369.101,10.0568,390.14,999.891,0.318,0.0921077,2.39161,0.210416,355.632,13.5699,2.26512,29.7682,34.5087,-21.0393,13.4694,
Internal Node(23),18.10.1998 00:25:09,459349,-7.32598e+06,2732.43,3.048e-07,358.355,10.0994,360.027,998.998,0.318,0.0816198,2.39161,0.206845,328.613,12.7883,2.59267,13.0518,31.4141,-1.67161,29.7425,
Internal Node(23),19.12.1998 16:43:50,459349,-7.32598e+06,2732.38,3.048e-07,358.96,10.075,368.893,999.394,0.318,0.0738468,2.39161,0.173999,346.78,12.3061,2.88939,24.62,22.113,-9.93299,12.18,
Internal Node(23),20.02.1999 09:02:31,459349,-7.32598e+06,2732.39,0.0179662,355.868,10.0872,356.436,998.855,0.318,0.0705036,2.39161,0.25328,332.513,12.4234,3.03744,13.6674,23.9232,-0.568294,23.3549,
Internal Node(23),25.06.1999 17:39:53,459348,-7.32598e+06,2732.37,3.048e-07,356.281,10.0755,362.85,999.279,0.318,0.0660982,2.39161,0.150547,345.657,12.1966,3.25132,20.0087,17.1926,-6.56847,10.6241,
Internal Node(23),27.08.1999 09:58:34,459348,-7.32598e+06,2732.3,0.0106842,348.624,10.093,349.533,998.523,0.318,0.0633044,2.39161,0.259439,331.638,12.4737,3.40716,10.2011,17.8954,-0.90856,16.9869,
Internal Node(23),30.12.1999 18:35:56,459348,-7.32598e+06,2732.25,3.048e-07,345.628,10.0833,354.273,998.789,0.318,0.0612185,2.39161,0.111829,341.414,12.4071,3.51097,14.4008,12.8588,-8.64436,4.21442,
Internal Node(23),06.09.2000 11:50:41,459347,-7.32598e+06,2732.05,0.1302,352.167,10.0982,350.044,998.513,0.318,0.0601869,186.415,0.0735459,337.032,12.7506,3.57395,7.68049,13.012,2.12388,15.1359,
Internal Node(23),09.01.2001 20:28:03,459347,-7.32598e+06,2731.89,3.048e-07,356.533,10.0855,358.479,999.04,0.318,0.0545788,2.39161,0.0782486,349.906,11.3417,4.07538,13.4177,8.57369,-1.94658,6.62712,
Internal Node(23),13.03.2001 12:46:44,459347,-7.32597e+06,2731.89,3.048e-07,356.161,10.0874,358.221,998.871,0.318,0.0533328,2.39161,0.0938039,345.48,11.1034,4.18601,9.47483,12.7412,-2.06042,10.6808,
Internal Node(23),15.05.2001 05:05:26,459347,-7.32597e+06,2731.88,3.048e-07,357.335,10.0819,361.726,999.012,0.318,0.0524281,2.39161,0.0695446,349.698,10.8621,4.26414,10.3668,12.0277,-4.39103,7.63671,
Internal Node(23),17.09.2001 13:42:48,459347,-7.32597e+06,2731.88,3.048e-07,359.081,10.0809,362.372,999.002,0.318,0.051637,2.39161,0.0813832,348.977,10.8261,4.35223,8.9407,13.395,-3.29119,10.1039,
Internal Node(23),20.01.2002 22:20:10,459346,-7.32597e+06,2731.88,3.048e-07,360.83,10.0749,364.867,999.086,0.318,0.0499554,2.39161,0.0680108,350.927,10.7099,4.53835,10.4837,13.9406,-4.03698,9.90357,
Internal Node(23),26.05.2002 06:57:32,459346,-7.32597e+06,2731.88,3.048e-07,362.32,10.0724,367.182,999.154,0.318,0.048447,2.39161,0.0623723,351.884,10.6931,4.71665,10.9133,15.2974,-4.86185,10.4355,
Internal Node(23),28.09.2002 15:34:55,459347,-7.32597e+06,2731.87,3.048e-07,363.311,10.0738,368.549,999.204,0.318,0.0472162,2.39161,0.0770351,351.278,10.75,4.87741,11.2189,17.2706,-5.23734,12.0333,
Internal Node(23),30.11.2002 07:53:36,459346,-7.32597e+06,2731.87,3.048e-07,363.851,10.0723,370.181,999.23,0.318,0.045893,2.39161,0.104458,351.953,10.7255,5.0486,11.6517,18.2276,-6.32975,11.8979,
Internal Node(23),01.02.2003 00:12:17,459347,-7.32597e+06,2731.87,3.048e-07,363.098,10.0727,370.743,999.3,0.318,0.0453457,2.39161,0.0511601,351.242,10.7585,5.13025,11.9759,19.5015,-7.64531,11.8562,
Internal Node(23),04.04.2003 16:30:58,459347,-7.32597e+06,2731.86,3.048e-07,364.915,10.0723,371.617,999.364,0.318,0.0447528,2.39161,0.146303,351.844,10.7422,5.21453,11.751,19.7733,-6.70189,13.0714,
Internal Node(23),06.06.2003 08:49:39,459347,-7.32597e+06,2731.86,3.048e-07,364.942,10.0711,371.999,999.288,0.318,0.044141,2.39161,0.152061,351.715,10.7347,5.2987,12.6315,20.2834,-7.05652,13.2269,
Internal Node(23),09.10.2003 17:27:02,459347,-7.32597e+06,2731.86,3.048e-07,364.693,10.071,372.399,999.369,0.318,0.0435801,2.39161,0.149119,351.146,10.7469,5.38238,12.8712,21.2528,-7.70658,13.5462,
Internal Node(23),16.06.2004 10:41:46,459347,-7.32597e+06,2731.86,3.048e-07,365.46,10.07,373.223,999.303,0.318,0.0424324,2.39161,0.148525,351.065,10.7304,5.55287,13.0926,22.1581,-7.76283,14.3953,
Internal Node(23),19.10.2004 19:19:08,459347,-7.32597e+06,2731.86,3.048e-07,365.542,10.0682,374.237,999.308,0.318,0.0402776,2.39161,0.147534,350.009,10.7142,5.89854,13.8777,24.2276,-8.6943,15.5333,
Internal Node(23),27.06.2005 12:33:53,459347,-7.32597e+06,2731.86,3.048e-07,365.61,10.0665,374.805,999.311,0.318,0.0392216,2.39161,0.147642,349.66,10.6947,6.07974,15.1344,25.1451,-9.19553,15.9496,
Internal Node(23),10.11.2006 23:03:22,459347,-7.32597e+06,2731.86,3.048e-07,365.426,10.0645,375.423,999.302,0.318,0.0372304,2.39161,0.143006,348.61,10.6702,6.44364,15.8396,26.8135,-9.9973,16.8162,
Internal Node(23),01.12.2006,459347,-7.32597e+06,2731.85,3.048e-07,364.494,10.0632,376.571,999.521,0.318,0.0339628,2.39161,0.149083,346.407,10.6672,7.14622,16.6453,30.1637,-12.0766,18.0871,
Internal Node(23),01.12.2006,459347,-7.32597e+06,2731.85,3.048e-07,364.494,10.0632,376.571,999.521,0.318,0.0339628,2.39161,0.149083,346.407,10.6672,7.14622,16.6453,30.1637,-12.0766,18.0871,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(24),09.12.1997 22:12:00,459350,-7.32598e+06,2733.08,0.117949,385.877,10.0895,382.3,1000.25,0.318,0.261891,138.59,0.216483,336.206,19.9307,0.742403,46.3644,46.0934,3.57754,49.671,
Internal Node(24),05.02.1998 14:35:11,459349,-7.32598e+06,2733.33,0.00486856,386.249,10.0655,387.312,1000.09,0.318,0.142214,2.39161,0.158507,347.795,14.7111,1.44771,40.0837,39.517,-1.06277,38.4543,
Internal Node(24),12.04.1998 23:29:05,459348,-7.32598e+06,2733.25,3.048e-07,386.673,10.0646,388.534,1000.21,0.318,0.116138,2.39161,0.147994,350.137,14.0992,1.77556,31.5333,38.397,-1.86165,36.5354,
Internal Node(24),16.08.1998 08:06:27,459347,-7.32598e+06,2732.58,3.048e-07,369.047,10.0568,389.422,999.891,0.318,0.0836192,2.39161,0.104399,355.535,14.3879,2.19293,29.782,33.8863,-20.3748,13.5115,
Internal Node(24),18.10.1998 00:25:09,459347,-7.32597e+06,2732.56,3.048e-07,358.304,10.0994,360.168,998.996,0.318,0.0833167,2.39161,0.10133,328.613,13.972,2.495,12.5048,31.5556,-1.86404,29.6915,
Internal Node(24),19.12.1998 16:43:50,459346,-7.32597e+06,2732.54,3.048e-07,358.918,10.075,368.673,999.394,0.318,0.0744648,2.39161,0.0879708,346.601,13.2987,2.79914,23.7139,22.0719,-9.7547,12.3172,
Internal Node(24),20.02.1999 09:02:31,459345,-7.32597e+06,2732.45,0.0224207,355.813,10.0872,356.705,998.852,0.318,0.0723494,2.39161,0.0606014,332.409,13.711,2.8699,12.8,24.296,-0.891885,23.4041,
Internal Node(24),25.06.1999 17:39:53,459345,-7.32597e+06,2732.2,3.048e-07,356.223,10.0755,363.486,999.279,0.318,0.069554,2.39161,0.0734914,345.374,13.7282,2.97567,18.2068,18.112,-7.26363,10.8483,
Internal Node(24),27.08.1999 09:58:34,459344,-7.32597e+06,2732.16,0.00850231,348.539,10.093,350.26,998.519,0.318,0.0662189,2.39161,0.0672733,331.415,13.8486,3.11409,9.21524,18.8455,-1.7211,17.1244,
Internal Node(24),30.12.1999 18:35:56,459343,-7.32597e+06,2732.01,3.048e-07,345.573,10.0833,354.989,998.787,0.318,0.0640342,2.39161,0.0591207,341.114,13.7727,3.20714,12.9891,13.8746,-9.4158,4.45885,
Internal Node(24),06.09.2000 11:50:41,459342,-7.32596e+06,2731.88,0.13192,352.149,10.0982,350.579,998.51,0.318,0.0610658,193.9,0.0190336,336.862,13.8629,3.36643,7.0505,13.7176,1.56991,15.2875,
Internal Node(24),09.01.2001 20:28:03,459342,-7.32596e+06,2731.81,3.048e-07,356.501,10.0855,358.27,999.039,0.318,0.0543382,2.39161,0.0361758,349.496,12.1506,3.85708,12.8305,8.77393,-1.76829,7.00563,
Internal Node(24),13.03.2001 12:46:44,459342,-7.32596e+06,2731.82,3.048e-07,356.126,10.0874,357.779,998.869,0.318,0.0528115,2.39161,0.0422583,345.244,11.7203,4.00596,8.96946,12.5357,-1.65283,10.8828,
Internal Node(24),15.05.2001 05:05:26,459341,-7.32596e+06,2731.77,3.048e-07,357.301,10.0819,361.023,999.01,0.318,0.0517417,2.39161,0.0349705,349.254,11.6677,4.09638,9.78233,11.7684,-3.72142,8.047,
Internal Node(24),17.09.2001 13:42:48,459341,-7.32596e+06,2731.77,3.048e-07,359.045,10.0809,361.555,999,0.318,0.0509175,2.39161,0.0392753,348.612,11.5929,4.18007,8.39093,12.9425,-2.51009,10.4324,
Internal Node(24),20.01.2002 22:20:10,459341,-7.32596e+06,2731.75,3.048e-07,360.796,10.0749,363.954,999.084,0.318,0.0491125,2.39161,0.035181,350.527,11.4661,4.3612,9.82292,13.4264,-3.15743,10.2689,
Internal Node(24),26.05.2002 06:57:32,459341,-7.32596e+06,2731.75,3.048e-07,362.287,10.0724,366.21,999.152,0.318,0.0475352,2.39161,0.0334353,351.53,11.4104,4.53016,10.1585,14.6805,-3.9236,10.7569,
Internal Node(24),28.09.2002 15:34:55,459341,-7.32596e+06,2731.75,3.048e-07,363.273,10.0738,367.495,999.202,0.318,0.0463098,2.39161,0.041017,350.971,11.3811,4.68021,10.4515,16.5238,-4.22206,12.3018,
Internal Node(24),30.11.2002 07:53:36,459341,-7.32596e+06,2731.75,3.048e-07,363.795,10.0723,369.008,999.227,0.318,0.0449517,2.39161,0.061229,351.625,11.3346,4.84212,10.8865,17.3831,-5.21329,12.1698,
Internal Node(24),01.02.2003 00:12:17,459341,-7.32596e+06,2731.75,3.048e-07,363.07,10.0727,369.535,999.296,0.318,0.0444312,2.39161,0.0282607,350.947,11.313,4.91991,11.2076,18.588,-6.46503,12.123,
Internal Node(24),04.04.2003 16:30:58,459341,-7.32596e+06,2731.75,3.048e-07,364.832,10.0723,370.365,999.361,0.318,0.0438381,2.39161,0.0906655,351.54,11.2768,5.00053,11.0284,18.8251,-5.53338,13.2917,
Internal Node(24),06.06.2003 08:49:39,459341,-7.32596e+06,2731.75,3.048e-07,364.853,10.0711,370.682,999.284,0.318,0.0432022,2.39161,0.0953472,351.406,11.27,5.08053,11.8588,19.2756,-5.8285,13.4471,
Internal Node(24),09.10.2003 17:27:02,459341,-7.32596e+06,2731.75,3.048e-07,364.605,10.071,371.037,999.365,0.318,0.0426481,2.39161,0.0937224,350.859,11.2581,5.16103,12.1108,20.1775,-6.43153,13.746,
Internal Node(24),16.06.2004 10:41:46,459341,-7.32596e+06,2731.75,3.048e-07,365.377,10.07,371.749,999.299,0.318,0.0414856,2.39161,0.0898837,350.764,11.2327,5.32346,12.3293,20.9844,-6.37153,14.6129,
Internal Node(24),19.10.2004 19:19:08,459341,-7.32596e+06,2731.75,3.048e-07,365.461,10.0682,372.562,999.304,0.318,0.0393215,2.39161,0.0890672,349.711,11.1877,5.65474,13.1603,22.8508,-7.10047,15.7504,
Internal Node(24),27.06.2005 12:33:53,459341,-7.32596e+06,2731.75,3.048e-07,365.529,10.0665,373.02,999.307,0.318,0.0382633,2.39161,0.0888309,349.349,11.1575,5.82852,14.3855,23.6706,-7.49088,16.1797,
Internal Node(24),10.11.2006 23:03:22,459341,-7.32596e+06,2731.74,3.048e-07,365.349,10.0645,373.409,999.299,0.318,0.0362442,2.39161,0.0844219,348.278,11.1355,6.17214,15.0711,25.1306,-8.06018,17.0704,
Internal Node(24),01.12.2006,459341,-7.32596e+06,2731.75,3.048e-07,364.407,10.0632,374.274,999.519,0.318,0.0330038,2.39161,0.0948982,346.082,11.0779,6.85214,15.97,28.1919,-9.86694,18.3249,
Internal Node(24),01.12.2006,459341,-7.32596e+06,2731.75,3.048e-07,364.407,10.0632,374.274,999.519,0.318,0.0330038,2.39161,0.0948982,346.082,11.0779,6.85214,15.97,28.1919,-9.86694,18.3249,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(25),09.12.1997 22:12:00,459349,-7.32598e+06,2733.34,0.127454,385.903,10.0895,380.799,1000.26,0.318,0.297599,174.865,0.0995307,334.24,19.7948,0.650312,47.7677,46.5595,5.10351,51.663,
Internal Node(25),05.02.1998 14:35:11,459347,-7.32597e+06,2733.42,0.0208005,386.266,10.0655,386.122,1000.09,0.318,0.0931954,2.39161,0.0644117,347.012,14.9015,1.34234,41.3475,39.11,0.143488,39.2535,
Internal Node(25),12.04.1998 23:29:05,459346,-7.32597e+06,2733.08,3.048e-07,386.656,10.0646,388.794,1000.2,0.318,0.101271,2.39161,0.0417198,350.353,15.0343,1.63189,30.8322,38.4408,-2.13792,36.3029,
Internal Node(25),16.08.1998 08:06:27,459345,-7.32597e+06,2732.48,3.048e-07,369.039,10.0568,389.326,999.891,0.318,0.0887176,2.39161,0.042149,355.414,15.3827,2.05175,29.1371,33.9123,-20.2876,13.6247,
Internal Node(25),18.10.1998 00:25:09,459344,-7.32597e+06,2732.42,3.048e-07,358.291,10.0994,360.887,998.995,0.318,0.0884855,2.39161,0.0312305,328.626,15.3195,2.31469,11.7117,32.2613,-2.59664,29.6646,
