Clean water 60degC 3000Sm3
,Date,LiquidProduced (Sm3/day),WaterProduced (Sm3/day),OilProduced (Sm3/day),GasProduced (1000Sm3/d),GOR (Sm3/Sm3),WaterCut (fraction),WaterGasRatio (Sm3/Sm3),CGR (Sm3/Sm3),CumLiquidProduced (Sm3),CumWaterProduced (Sm3),CumOilProduced (Sm3),CumGasProduced (MSm3),LiquidInjected (Sm3/day),WaterInjected (Sm3/day),OilInjected (Sm3/day),GasInjected (1000Sm3/d),CumLiquidInjected (Sm3),CumWaterInjected (Sm3),CumOilInjected (Sm3),CumGasInjected (MSm3),CumHeatInjected (kJ),FracLiquidProduced (Sm3/day),FracWaterProduced (Sm3/day),FracOilProduced (Sm3/day),FracGasProduced (1000Sm3/d),FracLiquidInjected (Sm3/day),FracWaterInjected (Sm3/day),FracOilInjected (Sm3/day),FracGasInjected (1000Sm3/d),DownholeRate (rm3/day),VoidageRate (rm3/day),CumVoidage (rm3),GasLiftRate (1000Sm3/d),DiluentRate (Sm3/day),JetRate (Sm3/day),SurfactantRate (Kg/day),NPV (MMUS$),
P1,21.08.1997 16:48:00,170.252,171.848,212.289,59.0921,0,74.1777,401.559,60,2389.71,0.000289214,2389.71,4.23478e-13,0,0,0,0,1.772e-13,1.21025e-07,0,0,72526.2,24192.8,24008.9,537.945,1e+06,1.43395e+06,0.129732,1.43395e+06,2.5411e-13,0,0,0,0,-2.14201e+11,-3009.52,-3000,-1.7961e+06,501.036,
P1,31.08.1997 16:48:00,169.642,171.241,211.705,59.0531,0,74.1337,401.559,60,2389.55,0.000291232,2389.55,4.2345e-13,0,0,0,0,1.772e-13,1.21878e-07,0,0,72526.2,24597.4,24427.8,516.809,1e+06,1.45785e+06,0.132644,1.45785e+06,2.58345e-13,0,0,0,0,-2.1777e+11,-3009.49,-3000,-1.8261e+06,508.739,
P1,10.09.1997 16:48:00,169.051,170.651,211.112,59.0549,0,74.14,401.559,60,2389.42,0.000293189,2389.42,4.23427e-13,0,0,0,0,1.772e-13,1.22703e-07,0,0,72526.2,25002.1,24830.4,518.758,1e+06,1.48174e+06,0.135576,1.48174e+06,2.62579e-13,0,0,0,0,-2.21339e+11,-3009.49,-3000,-1.8561e+06,516.422,
P1,20.09.1997 16:48:00,168.265,169.867,210.336,59.0398,0,74.1251,401.559,60,2389.29,0.000295872,2389.29,4.23403e-13,0,0,0,0,1.772e-13,1.23833e-07,0,0,72526.2,25406.7,25240,518.687,1e+06,1.50564e+06,0.138535,1.50564e+06,2.66813e-13,0,0,0,0,-2.24908e+11,-3009.55,-3000,-1.8861e+06,524.085,
P1,30.09.1997 16:48:00,167.563,169.167,209.658,59.0028,0,74.084,401.559,60,2389.12,0.000298244,2389.12,4.23373e-13,0,0,0,0,1.772e-13,1.24835e-07,0,0,72526.2,25811.7,25659,487.193,1e+06,1.52953e+06,0.141517,1.52953e+06,2.71047e-13,0,0,0,0,-2.28477e+11,-3009.53,-3000,-1.9161e+06,531.727,
P1,10.10.1997 16:48:00,166.624,168.23,208.733,58.9825,0,74.0631,401.559,60,2388.97,0.000301504,2388.97,4.23347e-13,0,0,0,0,1.772e-13,1.26207e-07,0,0,72526.2,26216.7,26071.3,499.922,1e+06,1.55342e+06,0.144533,1.55342e+06,2.7528e-13,0,0,0,0,-2.32046e+11,-3009.6,-3000,-1.9461e+06,539.349,
P1,20.10.1997 16:48:00,165.815,167.424,207.936,58.9638,0,74.046,401.559,60,2388.76,0.000304276,2388.76,4.2331e-13,0,0,0,0,1.772e-13,1.27378e-07,0,0,72526.2,26621.8,26482.4,499.725,1e+06,1.57731e+06,0.147575,1.57731e+06,2.79513e-13,0,0,0,0,-2.35614e+11,-3009.56,-3000,-1.9761e+06,546.95,
P1,30.10.1997 16:48:00,165.117,166.728,207.279,58.9036,0,73.9758,401.559,60,2388.59,0.000306646,2388.59,4.23279e-13,0,0,0,0,1.772e-13,1.2838e-07,0,0,72526.2,27027.3,26913.1,482.777,1e+06,1.60119e+06,0.150642,1.60119e+06,2.83746e-13,0,0,0,0,-2.39182e+11,-3009.54,-3000,-2.0061e+06,554.53,
P1,09.11.1997 16:48:00,164.201,165.815,206.378,58.8819,0,73.9531,401.559,60,2388.44,0.000309779,2388.44,4.23254e-13,0,0,0,0,1.772e-13,1.29699e-07,0,0,72526.2,27433,27327,463.204,1e+06,1.62508e+06,0.153739,1.62508e+06,2.87979e-13,0,0,0,0,-2.4275e+11,-3009.61,-3000,-2.0361e+06,562.091,
P1,19.11.1997 16:48:00,163.421,165.038,205.627,58.8401,0,73.9067,401.559,60,2388.24,0.000312334,2388.24,4.23218e-13,0,0,0,0,1.772e-13,1.3078e-07,0,0,72526.2,27838.8,27750,480.771,1e+06,1.64896e+06,0.156863,1.64896e+06,2.92211e-13,0,0,0,0,-2.46317e+11,-3009.58,-3000,-2.0661e+06,569.631,
P1,29.11.1997 16:48:00,162.467,164.087,204.712,58.7839,0,73.8412,401.559,60,2388.08,0.000315456,2388.08,4.23189e-13,0,0,0,0,1.772e-13,1.32096e-07,0,0,72526.2,28245.1,28180.9,480.325,1e+06,1.67284e+06,0.160017,1.67284e+06,2.96443e-13,0,0,0,0,-2.49885e+11,-3009.64,-3000,-2.0961e+06,577.151,
P1,09.12.1997 16:48:00,161.722,163.346,204.02,58.7072,0,73.7512,401.558,60,2387.88,0.000317942,2387.88,4.23153e-13,0,0,0,0,1.772e-13,1.33148e-07,0,0,72526.2,28651.8,28622,462.764,1e+06,1.69672e+06,0.163197,1.69672e+06,3.00674e-13,0,0,0,0,-2.53452e+11,-3009.59,-3000,-2.1261e+06,584.651,
P1,19.12.1997 16:48:00,160.974,162.602,203.272,58.7083,0,73.7572,401.558,60,2387.72,0.000320471,2387.72,4.23126e-13,0,0,0,0,1.772e-13,1.34216e-07,0,0,72526.2,29058.5,29026.4,463.067,1e+06,1.72059e+06,0.166401,1.72059e+06,3.04906e-13,0,0,0,0,-2.57018e+11,-3009.61,-3000,-2.1561e+06,592.131,
P1,29.12.1997 16:48:00,160.265,161.896,202.636,58.6054,0,73.633,401.558,60,2387.56,0.000322887,2387.56,4.23097e-13,0,0,0,0,1.772e-13,1.35237e-07,0,0,72526.2,29465.9,29482.8,459.224,1e+06,1.74447e+06,0.16963,1.74447e+06,3.09137e-13,0,0,0,0,-2.60585e+11,-3009.6,-3000,-2.1861e+06,599.591,
P1,08.01.1998 16:48:00,159.585,161.22,202.007,58.535,0,73.5489,401.558,60,2387.42,0.000325203,2387.42,4.23072e-13,0,0,0,0,1.772e-13,1.36216e-07,0,0,72526.2,29873.8,29924.4,441.033,1e+06,1.76834e+06,0.172882,1.76834e+06,3.13367e-13,0,0,0,0,-2.64151e+11,-3009.62,-3000,-2.2161e+06,607.031,
P1,18.01.1998 16:48:00,158.811,160.451,201.273,58.4807,0,73.485,401.558,60,2387.28,0.000327793,2387.28,4.23048e-13,0,0,0,0,1.772e-13,1.37308e-07,0,0,72526.2,30282,30358.6,443.875,1e+06,1.79222e+06,0.17616,1.79222e+06,3.17598e-13,0,0,0,0,-2.67717e+11,-3009.66,-3000,-2.2461e+06,614.451,
P1,28.01.1998 16:48:00,158.112,159.756,200.644,58.3809,0,73.3645,401.558,60,2387.12,0.000330101,2387.12,4.23019e-13,0,0,0,0,1.772e-13,1.38284e-07,0,0,72526.2,30690.9,30817.3,414.22,1e+06,1.81609e+06,0.179461,1.81609e+06,3.21828e-13,0,0,0,0,-2.71283e+11,-3009.66,-3000,-2.2761e+06,621.851,
P1,07.02.1998 16:48:00,157.298,158.947,199.888,58.3036,0,73.2716,401.558,60,2386.98,0.000332762,2386.98,4.22994e-13,0,0,0,0,1.772e-13,1.39407e-07,0,0,72526.2,31100.3,31265.8,426.818,1e+06,1.83996e+06,0.182789,1.83996e+06,3.26058e-13,0,0,0,0,-2.74849e+11,-3009.71,-3000,-2.3061e+06,629.232,
P1,17.02.1998 16:48:00,156.23,157.884,198.904,58.1861,0,73.129,401.558,60,2386.81,0.000336257,2386.81,4.22965e-13,0,0,0,0,1.772e-13,1.40881e-07,0,0,72526.2,31510.5,31737,425.133,1e+06,1.86383e+06,0.186151,1.86383e+06,3.30288e-13,0,0,0,0,-2.78414e+11,-3009.8,-3000,-2.3361e+06,636.593,
P1,27.02.1998 16:48:00,155.459,157.117,198.221,58.0624,0,72.9802,401.558,60,2386.6,0.000338794,2386.6,4.22926e-13,0,0,0,0,1.772e-13,1.41957e-07,0,0,72526.2,31921.6,32212.8,400.64,1e+06,1.88769e+06,0.189539,1.88769e+06,3.34517e-13,0,0,0,0,-2.81979e+11,-3009.75,-3000,-2.3661e+06,643.934,
P1,09.03.1998 16:48:00,154.269,155.934,197.085,57.9922,0,72.8965,401.558,60,2386.45,0.00034266,2386.45,4.229e-13,0,0,0,0,1.772e-13,1.43586e-07,0,0,72526.2,32333.1,32661.3,408.629,1e+06,1.91156e+06,0.192966,1.91156e+06,3.38746e-13,0,0,0,0,-2.85544e+11,-3009.89,-3000,-2.3961e+06,651.255,
P1,19.03.1998 16:48:00,153.04,154.709,195.946,57.865,0,72.7443,401.558,60,2386.2,0.000346608,2386.2,4.22855e-13,0,0,0,0,1.772e-13,1.45256e-07,0,0,72526.2,32745.4,33142,407.195,1e+06,1.93542e+06,0.196432,1.93542e+06,3.42974e-13,0,0,0,0,-2.89108e+11,-3009.93,-3000,-2.4261e+06,658.556,
P1,29.03.1998 16:48:00,151.887,153.561,194.896,57.7217,0,72.5718,401.558,60,2385.95,0.000350286,2385.94,4.22811e-13,0,0,0,0,1.772e-13,1.46812e-07,0,0,72526.2,33158.8,33634.1,383.064,1e+06,1.95928e+06,0.199935,1.95928e+06,3.47203e-13,0,0,0,0,-2.92672e+11,-3009.93,-3000,-2.4561e+06,665.838,
P1,08.04.1998 16:48:00,150.428,152.109,193.521,57.6087,0,72.4367,401.558,60,2385.71,0.00035492,2385.71,4.2277e-13,0,0,0,0,1.772e-13,1.48769e-07,0,0,72526.2,33572.9,34111,383.299,1e+06,1.98314e+06,0.203484,1.98313e+06,3.5143e-13,0,0,0,0,-2.96236e+11,-3010.05,-3000,-2.4861e+06,673.1,
P1,18.04.1998 16:48:00,149.026,150.712,192.207,57.4858,0,72.2914,401.558,60,2385.41,0.000359348,2385.41,4.22716e-13,0,0,0,0,1.772e-13,1.50644e-07,0,0,72526.2,33987.9,34594.5,389.429,1e+06,2.00699e+06,0.207078,2.00699e+06,3.55657e-13,0,0,0,0,-2.99799e+11,-3010.07,-3000,-2.5161e+06,680.342,
P1,28.04.1998 16:48:00,147.279,148.971,190.549,57.3659,0,72.1493,401.558,60,2385.12,0.000364858,2385.12,4.22665e-13,0,0,0,0,1.772e-13,1.52973e-07,0,0,72526.2,34403.6,35078.4,361.259,1e+06,2.03084e+06,0.210726,2.03084e+06,3.59884e-13,0,0,0,0,-3.03362e+11,-3010.2,-3000,-2.5461e+06,687.565,
P1,08.05.1998 16:48:00,145.748,147.446,189.163,57.1651,0,71.9077,401.558,60,2384.76,0.000369664,2384.76,4.22601e-13,0,0,0,0,1.772e-13,1.55011e-07,0,0,72526.2,34820.8,35613.4,372.413,1e+06,2.05469e+06,0.214423,2.05469e+06,3.6411e-13,0,0,0,0,-3.06924e+11,-3010.17,-3000,-2.5761e+06,694.768,
P1,18.05.1998 16:48:00,145.07,146.775,188.676,56.9069,0,71.5922,401.558,60,2384.45,0.000371745,2384.45,4.22547e-13,0,0,0,0,1.772e-13,1.55904e-07,0,0,72526.2,35239.8,36189.4,369.924,1e+06,2.07853e+06,0.21814,2.07853e+06,3.68336e-13,0,0,0,0,-3.10486e+11,-3009.97,-3000,-2.6061e+06,701.95,
P1,28.05.1998 16:48:00,144.381,146.092,188.134,56.713,0,71.3514,401.558,60,2384.35,0.000373885,2384.35,4.22528e-13,0,0,0,0,1.772e-13,1.56808e-07,0,0,72526.2,35660.2,36732,341.322,1e+06,2.10238e+06,0.221879,2.10238e+06,3.72561e-13,0,0,0,0,-3.14048e+11,-3010.03,-3000,-2.6361e+06,709.114,
P1,07.06.1998 16:48:00,143.73,145.449,187.635,56.5177,0,71.1092,401.558,60,2384.23,0.000375892,2384.23,4.22507e-13,0,0,0,0,1.772e-13,1.57658e-07,0,0,72526.2,36082.1,37278.9,337.886,1e+06,2.12622e+06,0.225638,2.12622e+06,3.76786e-13,0,0,0,0,-3.17609e+11,-3010.07,-3000,-2.6661e+06,716.259,
P1,17.06.1998 16:48:00,142.817,144.542,186.893,56.2947,0,70.8319,401.558,60,2384.12,0.000378735,2384.12,4.22487e-13,0,0,0,0,1.772e-13,1.58857e-07,0,0,72526.2,36505.6,37848.4,343.361,1e+06,2.15006e+06,0.229425,2.15006e+06,3.81011e-13,0,0,0,0,-3.21171e+11,-3010.19,-3000,-2.6961e+06,723.385,
P1,27.06.1998 16:48:00,141.964,143.696,186.209,56.0765,0,70.5623,401.558,60,2383.95,0.000381369,2383.95,4.22458e-13,0,0,0,0,1.772e-13,1.59973e-07,0,0,72526.2,36930.7,38418.2,335.264,1e+06,2.1739e+06,0.233239,2.1739e+06,3.85235e-13,0,0,0,0,-3.24732e+11,-3010.22,-3000,-2.7261e+06,730.492,
P1,07.07.1998 16:48:00,141.091,142.831,185.499,55.8691,0,70.3056,401.558,60,2383.8,0.000384067,2383.8,4.22431e-13,0,0,0,0,1.772e-13,1.61115e-07,0,0,72526.2,37357.4,38985.1,333.695,1e+06,2.19774e+06,0.23708,2.19774e+06,3.8946e-13,0,0,0,0,-3.28293e+11,-3010.28,-3000,-2.7561e+06,737.579,
P1,17.07.1998 16:48:00,140.242,141.989,184.807,55.6696,0,70.0591,401.558,60,2383.65,0.000386684,2383.65,4.22404e-13,0,0,0,0,1.772e-13,1.62224e-07,0,0,72526.2,37785.6,39550.4,333.079,1e+06,2.22157e+06,0.240947,2.22157e+06,3.93684e-13,0,0,0,0,-3.31853e+11,-3010.32,-3000,-2.7861e+06,744.648,
P1,27.07.1998 16:48:00,139.159,140.914,183.911,55.4337,0,69.7668,401.558,60,2383.5,0.000390047,2383.5,4.22377e-13,0,0,0,0,1.772e-13,1.63645e-07,0,0,72526.2,38215.6,40146.1,317.534,1e+06,2.24541e+06,0.244847,2.24541e+06,3.97907e-13,0,0,0,0,-3.35414e+11,-3010.43,-3000,-2.8161e+06,751.698,
P1,06.08.1998 16:48:00,137.98,139.744,182.939,55.1753,0,69.4473,401.558,60,2383.3,0.000393703,2383.3,4.22342e-13,0,0,0,0,1.772e-13,1.65193e-07,0,0,72526.2,38647.5,40762.8,315.539,1e+06,2.26924e+06,0.248784,2.26924e+06,4.02131e-13,0,0,0,0,-3.38974e+11,-3010.52,-3000,-2.8461e+06,758.729,
P1,16.08.1998 16:48:00,136.695,138.466,181.841,54.9417,0,69.1595,401.558,60,2383.09,0.000397697,2383.08,4.22304e-13,0,0,0,0,1.772e-13,1.66883e-07,0,0,72526.2,39081.3,41366.1,315.01,1e+06,2.29307e+06,0.252761,2.29307e+06,4.06354e-13,0,0,0,0,-3.42534e+11,-3010.61,-3000,-2.8761e+06,765.741,
P1,26.08.1998 16:48:00,135.604,137.384,180.977,54.6617,0,68.8139,401.558,60,2382.84,0.000401063,2382.84,4.22261e-13,0,0,0,0,1.772e-13,1.68313e-07,0,0,72526.2,39517.2,42009.8,299.183,1e+06,2.3169e+06,0.256772,2.3169e+06,4.10577e-13,0,0,0,0,-3.46093e+11,-3010.61,-3000,-2.9061e+06,772.735,
P1,05.09.1998 16:48:00,134.283,136.071,179.872,54.3973,0,68.4866,401.558,60,2382.65,0.000405173,2382.65,4.22228e-13,0,0,0,0,1.772e-13,1.70051e-07,0,0,72526.2,39955.2,42648.6,297.53,1e+06,2.34073e+06,0.260823,2.34073e+06,4.14799e-13,0,0,0,0,-3.49652e+11,-3010.74,-3000,-2.9361e+06,779.709,
P1,15.09.1998 16:48:00,132.697,134.493,178.507,54.1277,0,68.1541,401.558,60,2382.41,0.000410116,2382.41,4.22185e-13,0,0,0,0,1.772e-13,1.72143e-07,0,0,72526.2,40395.3,43296.8,296.946,1e+06,2.36455e+06,0.264924,2.36455e+06,4.19021e-13,0,0,0,0,-3.53211e+11,-3010.88,-3000,-2.9661e+06,786.664,
P1,25.09.1998 16:48:00,131.106,132.911,177.145,53.852,0,67.8154,401.558,60,2382.11,0.000415064,2382.11,4.22132e-13,0,0,0,0,1.772e-13,1.74242e-07,0,0,72526.2,40837.7,43955.4,281.284,1e+06,2.38837e+06,0.269075,2.38837e+06,4.23242e-13,0,0,0,0,-3.56769e+11,-3010.95,-3000,-2.9961e+06,793.601,
P1,05.10.1998 16:48:00,129.473,131.287,175.789,53.521,0,67.4071,401.558,60,2381.81,0.000420149,2381.81,4.22079e-13,0,0,0,0,1.772e-13,1.76399e-07,0,0,72526.2,41282.7,44666.7,279.205,1e+06,2.41219e+06,0.273277,2.41219e+06,4.27463e-13,0,0,0,0,-3.60327e+11,-3011.04,-3000,-3.0261e+06,800.518,
P1,15.10.1998 16:48:00,127.955,129.776,174.543,53.1982,0,67.0089,401.558,60,2381.52,0.000424866,2381.52,4.22026e-13,0,0,0,0,1.772e-13,1.78402e-07,0,0,72526.2,41730.4,45379.8,278.57,1e+06,2.43601e+06,0.277525,2.436e+06,4.31683e-13,0,0,0,0,-3.63885e+11,-3011.09,-3000,-3.0561e+06,807.417,
P1,25.10.1998 16:48:00,126.454,128.285,173.321,52.8742,0,66.6085,401.558,60,2381.24,0.000429531,2381.24,4.21978e-13,0,0,0,0,1.772e-13,1.80381e-07,0,0,72526.2,42180.7,46103,261.954,1e+06,2.45982e+06,0.281821,2.45982e+06,4.35903e-13,0,0,0,0,-3.67442e+11,-3011.16,-3000,-3.0861e+06,814.297,
P1,04.11.1998 16:48:00,125.208,127.047,172.364,52.5403,0,66.1953,401.558,60,2380.97,0.000433381,2380.97,4.2193e-13,0,0,0,0,1.772e-13,1.82018e-07,0,0,72526.2,42633.9,46843.9,242.038,1e+06,2.48363e+06,0.286154,2.48363e+06,4.40122e-13,0,0,0,0,-3.70998e+11,-3011.18,-3000,-3.1161e+06,821.158,
P1,14.11.1998 16:48:00,123.68,125.527,171.086,52.2567,0,65.8437,401.558,60,2380.76,0.000438142,2380.76,4.21893e-13,0,0,0,0,1.772e-13,1.84034e-07,0,0,72526.2,43089.5,47549.6,260.539,1e+06,2.50743e+06,0.290536,2.50743e+06,4.44341e-13,0,0,0,0,-3.74555e+11,-3011.34,-3000,-3.1461e+06,828.001,
P1,24.11.1998 16:48:00,122.038,123.894,169.726,51.9393,0,65.4517,401.558,60,2380.48,0.000443254,2380.48,4.21842e-13,0,0,0,0,1.772e-13,1.86204e-07,0,0,72526.2,43547.8,48292.7,244.41,1e+06,2.53124e+06,0.294968,2.53124e+06,4.48559e-13,0,0,0,0,-3.7811e+11,-3011.44,-3000,-3.1761e+06,834.825,
P1,04.12.1998 16:48:00,120.492,122.356,168.502,51.5786,0,65.0055,401.558,60,2380.18,0.00044806,2380.18,4.21789e-13,0,0,0,0,1.772e-13,1.88247e-07,0,0,72526.2,44009.3,49085.7,242.632,1e+06,2.55504e+06,0.299449,2.55504e+06,4.52777e-13,0,0,0,0,-3.81666e+11,-3011.49,-3000,-3.2061e+06,841.63,
P1,14.12.1998 16:48:00,119.006,120.878,167.338,51.2251,0,64.5673,401.558,60,2379.9,0.000452678,2379.9,4.2174e-13,0,0,0,0,1.772e-13,1.90209e-07,0,0,72526.2,44473.9,49883.4,241.658,1e+06,2.57884e+06,0.303976,2.57884e+06,4.56995e-13,0,0,0,0,-3.85221e+11,-3011.57,-3000,-3.2361e+06,848.417,
P1,24.12.1998 16:48:00,117.551,119.433,166.209,50.8727,0,64.1302,401.558,60,2379.64,0.000457195,2379.64,4.21694e-13,0,0,0,0,1.772e-13,1.92128e-07,0,0,72526.2,44941.6,50691.2,225.853,1e+06,2.60264e+06,0.308548,2.60264e+06,4.61212e-13,0,0,0,0,-3.88776e+11,-3011.65,-3000,-3.2661e+06,855.185,
P1,03.01.1999 16:48:00,116.178,118.068,165.164,50.522,0,63.6948,401.558,60,2379.39,0.000461454,2379.39,4.21649e-13,0,0,0,0,1.772e-13,1.93938e-07,0,0,72526.2,45412.6,51508.7,220.926,1e+06,2.62643e+06,0.313162,2.62643e+06,4.65428e-13,0,0,0,0,-3.9233e+11,-3011.71,-3000,-3.2961e+06,861.935,
P1,13.01.1999 16:48:00,114.72,116.618,164.053,50.156,0,63.2395,401.558,60,2379.16,0.000465989,2379.16,4.21608e-13,0,0,0,0,1.772e-13,1.95863e-07,0,0,72526.2,45887,52353.9,209.344,1e+06,2.65022e+06,0.317822,2.65022e+06,4.69644e-13,0,0,0,0,-3.95884e+11,-3011.83,-3000,-3.3261e+06,868.667,
P1,23.01.1999 16:48:00,113.472,115.38,163.142,49.8066,0,62.8056,401.558,60,2378.91,0.000469846,2378.91,4.21564e-13,0,0,0,0,1.772e-13,1.97505e-07,0,0,72526.2,46364.6,53193.2,204.837,1e+06,2.67401e+06,0.32252,2.67401e+06,4.7386e-13,0,0,0,0,-3.99437e+11,-3011.87,-3000,-3.3561e+06,875.381,
P1,02.02.1999 16:48:00,112.202,114.117,162.164,49.5086,0,62.4351,401.558,60,2378.71,0.000473784,2378.71,4.21528e-13,0,0,0,0,1.772e-13,1.99177e-07,0,0,72526.2,46845.1,53989.3,206.798,1e+06,2.6978e+06,0.327258,2.6978e+06,4.78075e-13,0,0,0,0,-4.02991e+11,-3011.97,-3000,-3.3861e+06,882.076,
P1,12.02.1999 16:48:00,110.844,112.768,161.192,49.1179,0,61.9481,401.558,60,2378.49,0.000478,2378.49,4.2149e-13,0,0,0,0,1.772e-13,2.00968e-07,0,0,72526.2,47329.3,54898,185.622,1e+06,2.72158e+06,0.332038,2.72158e+06,4.8229e-13,0,0,0,0,-4.06543e+11,-3012.07,-3000,-3.4161e+06,888.754,
P1,22.02.1999 16:48:00,109.712,111.645,160.461,48.7189,0,61.4505,401.558,60,2378.27,0.000481492,2378.27,4.21451e-13,0,0,0,0,1.772e-13,2.02455e-07,0,0,72526.2,47817.5,55830.7,171.227,1e+06,2.74537e+06,0.336853,2.74537e+06,4.86505e-13,0,0,0,0,-4.10096e+11,-3012.12,-3000,-3.4461e+06,895.413,
P1,04.03.1999 16:48:00,108.702,110.643,159.821,48.3576,0,60.9989,401.558,60,2378.11,0.000484603,2378.11,4.21422e-13,0,0,0,0,1.772e-13,2.03777e-07,0,0,72526.2,48309.2,56735.8,188.669,1e+06,2.76915e+06,0.341699,2.76915e+06,4.90719e-13,0,0,0,0,-4.13648e+11,-3012.19,-3000,-3.4761e+06,902.055,
P1,14.03.1999 16:48:00,107.389,109.34,158.893,47.988,0,60.5363,401.558,60,2377.97,0.00048869,2377.97,4.21397e-13,0,0,0,0,1.772e-13,2.05508e-07,0,0,72526.2,48804.8,57664.9,173.302,1e+06,2.79293e+06,0.346586,2.79293e+06,4.94933e-13,0,0,0,0,-4.17201e+11,-3012.38,-3000,-3.5061e+06,908.679,
P1,24.03.1999 16:48:00,106.357,108.316,158.264,47.6038,0,60.0569,401.558,60,2377.76,0.000491868,2377.76,4.2136e-13,0,0,0,0,1.772e-13,2.06862e-07,0,0,72526.2,49304.3,58624.7,171.35,1e+06,2.8167e+06,0.351505,2.8167e+06,4.99146e-13,0,0,0,0,-4.20752e+11,-3012.41,-3000,-3.5361e+06,915.285,
P1,03.04.1999 16:48:00,105.229,107.197,157.522,47.245,0,59.6078,401.558,60,2377.62,0.000495363,2377.62,4.21335e-13,0,0,0,0,1.772e-13,2.08344e-07,0,0,72526.2,49807.5,59569.7,171.247,1e+06,2.84048e+06,0.356458,2.84048e+06,5.0336e-13,0,0,0,0,-4.24304e+11,-3012.55,-3000,-3.5661e+06,921.873,
P1,13.04.1999 16:48:00,103.981,105.958,156.691,46.8618,0,59.1284,401.557,60,2377.45,0.000499241,2377.45,4.21306e-13,0,0,0,0,1.772e-13,2.0999e-07,0,0,72526.2,50314.8,60560,137.931,1e+06,2.86425e+06,0.361451,2.86425e+06,5.07573e-13,0,0,0,0,-4.27855e+11,-3012.69,-3000,-3.5961e+06,928.444,
P1,23.04.1999 16:48:00,102.965,104.95,156.062,46.5112,0,58.6906,401.557,60,2377.27,0.000502369,2377.27,4.21273e-13,0,0,0,0,1.772e-13,2.11322e-07,0,0,72526.2,50826,61522.8,136.099,1e+06,2.88803e+06,0.366474,2.88803e+06,5.11786e-13,0,0,0,0,-4.31406e+11,-3012.74,-3000,-3.6261e+06,934.998,
P1,03.05.1999 16:48:00,101.705,103.699,155.251,46.1113,0,58.1894,401.557,60,2377.13,0.000506291,2377.13,4.21249e-13,0,0,0,0,1.772e-13,2.12984e-07,0,0,72526.2,51341.5,62568.3,153.084,1e+06,2.9118e+06,0.371537,2.9118e+06,5.15998e-13,0,0,0,0,-4.34957e+11,-3012.92,-3000,-3.6561e+06,941.533,
P1,13.05.1999 16:48:00,100.615,102.618,154.587,45.7379,0,57.7225,401.557,60,2376.95,0.000509662,2376.95,4.21217e-13,0,0,0,0,1.772e-13,2.14419e-07,0,0,72526.2,51861.2,63594,120.805,1e+06,2.93557e+06,0.376634,2.93557e+06,5.2021e-13,0,0,0,0,-4.38508e+11,-3013,-3000,-3.6861e+06,948.052,
P1,23.05.1999 16:48:00,99.9407,101.951,154.336,45.3718,0,57.2642,401.557,60,2376.8,0.000511703,2376.8,4.2119e-13,0,0,0,0,1.772e-13,2.15291e-07,0,0,72526.2,52385,64626.9,136.755,1e+06,2.95934e+06,0.381751,2.95934e+06,5.24422e-13,0,0,0,0,-4.42058e+11,-3013,-3000,-3.7161e+06,954.552,
P1,02.06.1999 16:48:00,98.7613,100.781,153.63,44.9725,0,56.7615,401.557,60,2376.74,0.000515385,2376.74,4.2118e-13,0,0,0,0,1.772e-13,2.16845e-07,0,0,72526.2,52913.5,65727.7,122.257,1e+06,2.9831e+06,0.386905,2.9831e+06,5.28634e-13,0,0,0,0,-4.45609e+11,-3013.26,-3000,-3.7461e+06,961.036,
P1,12.06.1999 16:48:00,97.6514,99.6802,152.898,44.6576,0,56.3677,401.557,60,2376.59,0.00051882,2376.59,4.21153e-13,0,0,0,0,1.772e-13,2.18305e-07,0,0,72526.2,53445.7,66719.1,120.721,1e+06,3.00687e+06,0.392093,3.00687e+06,5.32846e-13,0,0,0,0,-4.49159e+11,-3013.37,-3000,-3.7761e+06,967.503,
P1,22.06.1999 16:48:00,96.5556,98.5925,152.3,44.2478,0,55.8543,401.557,60,2376.42,0.000522212,2376.42,4.21124e-13,0,0,0,0,1.772e-13,2.19747e-07,0,0,72526.2,53982.8,67869.4,118.091,1e+06,3.03063e+06,0.397315,3.03063e+06,5.37057e-13,0,0,0,0,-4.52709e+11,-3013.47,-3000,-3.8061e+06,973.952,
P1,02.07.1999 16:48:00,95.4082,97.4538,151.67,43.8298,0,55.3298,401.557,60,2376.29,0.00052578,2376.29,4.211e-13,0,0,0,0,1.772e-13,2.21261e-07,0,0,72526.2,54524.9,69055,95.7631,1e+06,3.0544e+06,0.402573,3.0544e+06,5.41268e-13,0,0,0,0,-4.56258e+11,-3013.63,-3000,-3.8361e+06,980.384,
P1,12.07.1999 16:48:00,94.4426,96.4975,151.17,43.4614,0,54.8679,401.557,60,2376.15,0.000528763,2376.15,4.21075e-13,0,0,0,0,1.772e-13,2.22529e-07,0,0,72526.2,55071.6,70183,87.0927,1e+06,3.07816e+06,0.407861,3.07816e+06,5.45478e-13,0,0,0,0,-4.59808e+11,-3013.72,-3000,-3.8661e+06,986.798,
